mmsi,lat,lon,Sog,Cog,timestamp
1,30.370832,121.79279,11.4,288,1538875469
1,30.372028,121.794023,11.5,276,1538875500
1,30.372028,121.794023,11.5,47,1538875506
1,30.37277,121.794773,11.5,89,1538875519
1,30.373507,121.795527,11.4,108,1538875538
1,30.373923,121.79596,11.4,105,1538875549
1,30.374342,121.7964,11.4,98,1538875560
1,30.375468,121.797545,11.4,98,1538875589
1,30.376232,121.798323,11.3,102,1538875609
1,30.37665,121.798753,11.2,60,1538875620
1,30.377755,121.799883,11.2,77,1538875649
1,30.378528,121.800657,11.3,91,1538875669
1,30.378947,121.80109,11.3,62,1538875679
1,30.379278,121.801435,11.1,259,1538875689
1,30.37966,121.801817,11.1,266,1538875699
1,30.380038,121.802207,11.1,273,1538875709
1,30.38043,121.80259,11.2,264,1538875719
1,30.381238,121.803422,11.3,279,1538875740
1,30.381983,121.804165,11.3,277,1538875759
1,30.382363,121.804553,11.2,234,1538875769
1,30.383128,121.80533,11.2,96,1538875789
1,30.38502,121.807297,11.3,97,1538875839
1,30.38502,121.807297,11.3,113,1538875845
1,30.385438,121.807735,11.3,106,1538875850
1,30.385828,121.808128,11.4,78,1538875860
1,30.386563,121.808883,11.5,80,1538875879
1,30.386943,121.809288,11.5,93,1538875889
1,30.387753,121.810118,11.4,73,1538875910
1,30.388475,121.810882,11.4,101,1538875929
1,30.389197,121.811658,11.5,83,1538875948
1,30.390392,121.812882,11.4,101,1538875979
1,30.391182,121.813655,11.4,79,1538875999
1,30.391938,121.814443,11.3,88,1538876019
1,30.392362,121.814877,11.3,96,1538876029
1,30.39309,121.815643,11.4,65,1538876049
1,30.393465,121.81605,11.4,70,1538876065
1,30.394232,121.816845,11.3,87,1538876078
1,30.395002,121.817633,11.4,44,1538876099
1,30.395002,121.817633,11.4,232,1538876105
1,30.395762,121.818418,11.3,91,1538876119
1,30.39689,121.819595,11.1,77,1538876149
1,30.397268,121.819975,11.1,98,1538876159
1,30.397268,121.819975,11.1,98,1538876165
1,30.398028,121.820733,11.1,105,1538876179
1,30.398403,121.821113,11.1,149,1538876189
1,30.398787,121.82149,11.1,0,1538876199
1,30.399545,121.822273,11.2,91,1538876219
1,30.400695,121.823463,11.3,12,1538876248
1,30.401083,121.823862,11.4,69,1538876259
1,30.401458,121.82427,11.4,14,1538876269
1,30.402235,121.82506,11.4,47,1538876289
1,30.402618,121.825462,11.4,62,1538876299
1,30.404148,121.82707,11.4,61,1538876339
1,30.40492,121.827863,11.4,47,1538876359
1,30.406065,121.829048,11.3,0,1538876389
1,30.407193,121.830213,11.2,57,1538876419
1,30.407193,121.830213,11.2,102,1538876425
1,30.407943,121.83098,11.1,179,1538876439
1,30.408317,121.831363,11.1,174,1538876449
1,30.408697,121.831747,11.1,257,1538876459
1,30.409443,121.832538,11.2,253,1538876479
1,30.410198,121.83332,11.2,270,1538876499
1,30.410578,121.833717,11.3,254,1538876509
1,30.410998,121.834157,11.3,266,1538876519
1,30.411733,121.83491,11.4,267,1538876539
1,30.41216,121.83534,11.4,255,1538876550
1,30.412895,121.83609,11.4,266,1538876569
1,30.41448,121.837717,11.4,268,1538876610
1,30.41593,121.83919,11.2,283,1538876648
1,30.417115,121.8404,11.2,272,1538876679
1,30.417497,121.840788,11.3,281,1538876689
1,30.418633,121.841967,11.3,268,1538876719
1,30.418633,121.841967,11.3,282,1538876725
1,30.419057,121.84239,11.2,262,1538876730
1,30.419447,121.842765,11.2,275,1538876740
1,30.42022,121.843525,11.2,146,1538876759
1,30.420938,121.844257,11.2,117,1538876779
1,30.421353,121.844685,11.2,89,1538876790
1,30.421725,121.845075,11.2,98,1538876800
1,30.423213,121.846567,11.1,93,1538876838
1,30.423997,121.847358,11.1,82,1538876860
1,30.425067,121.848428,11.1,93,1538876888
1,30.425488,121.848845,11.1,92,1538876899
1,30.425907,121.849263,11.1,87,1538876909
1,30.426283,121.849645,11.1,286,1538876920
1,30.428133,121.85149,11,242,1538876969
1,30.428852,121.85222,11.1,254,1538876988
1,30.429618,121.852987,11.2,255,1538877008
1,30.429618,121.852987,11.2,263,1538877014
1,30.430038,121.853417,11.2,290,1538877019
1,30.430418,121.853808,11.2,257,1538877029
1,30.431583,121.854967,11.2,258,1538877058
1,30.431938,121.855312,11.2,47,1538877068
1,30.431938,121.855312,11.2,276,1538877074
1,30.43275,121.85611,11.2,297,1538877092
1,30.43347,121.85682,11,290,1538877112
1,30.43464,121.857972,10.9,275,1538877142
1,30.435435,121.858772,11.1,275,1538877163
1,30.436148,121.859505,11,302,1538877181
1,30.436488,121.85985,11,288,1538877191
1,30.436908,121.860263,11.1,285,1538877202
1,30.437663,121.861017,11,134,1538877221
1,30.438008,121.861342,10.9,103,1538877231
1,30.439508,121.86283,10.9,85,1538877271
1,30.439922,121.863223,10.7,105,1538877281
1,30.44026,121.863542,10.7,91,1538877291
1,30.440665,121.863945,10.7,103,1538877301
1,30.440665,121.863945,10.7,87,1538877305
1,30.441037,121.864312,10.8,95,1538877312
1,30.44174,121.865017,10.8,55,1538877331
1,30.442893,121.866187,10.9,34,1538877362
1,30.44327,121.866562,11,143,1538877372
1,30.443653,121.866935,11,108,1538877382
1,30.444408,121.867697,11.1,108,1538877401
1,30.445167,121.86844,11,99,1538877422
1,30.44625,121.869548,11,109,1538877451
1,30.446662,121.86996,11,97,1538877462
1,30.447407,121.870707,10.9,80,1538877482
1,30.447782,121.871075,10.9,92,1538877492
1,30.448917,121.872143,10.7,103,1538877522
1,30.449292,121.872508,10.7,80,1538877532
1,30.450372,121.87358,10.8,91,1538877561
1,30.451532,121.874713,10.7,83,1538877591
1,30.451895,121.875083,10.7,83,1538877602
1,30.451895,121.875083,10.7,68,1538877605
1,30.45226,121.875455,10.7,251,1538877612
1,30.453372,121.876575,10.8,265,1538877641
1,30.45451,121.877652,10.8,275,1538877672
1,30.428955,121.834692,10.3,350,1539571524
1,30.428433,121.834592,10.3,69,1539571535
1,30.427483,121.834412,10.4,64,1539571555
1,30.427003,121.834333,10.4,90,1539571565
1,30.425568,121.834077,10.4,77,1539571595
1,30.424557,121.8339,10.4,69,1539571616
1,30.423203,121.83368,10.4,81,1539571644
1,30.422673,121.833587,10.4,220,1539571654
1,30.420315,121.833163,10.5,199,1539571704
1,30.4193,121.832983,10.5,234,1539571725
1,30.417845,121.832713,10.6,239,1539571754
1,30.41741,121.832622,10.5,244,1539571764
1,30.416875,121.83253,10.6,274,1539571775
1,30.416385,121.832462,10.6,258,1539571785
1,30.41542,121.832287,10.5,255,1539571805
1,30.41542,121.832287,10.5,259,1539571807
1,30.41451,121.832082,10.5,286,1539571825
1,30.412112,121.83141,10.4,244,1539571874
1,30.411217,121.831155,10.5,276,1539571894
1,30.410698,121.831007,10.5,267,1539571905
1,30.41022,121.83089,10.5,245,1539571915
1,30.40975,121.83075,10.5,35,1539571925
1,30.409287,121.830585,10.4,78,1539571935
1,30.408422,121.830248,10.4,245,1539571954
1,30.407002,121.82969,10.4,253,1539571986
1,30.4061,121.829285,10.4,267,1539572005
1,30.404372,121.828312,10.4,254,1539572045
1,30.402768,121.827143,10.3,283,1539572085
1,30.402393,121.826817,10.3,282,1539572095
1,30.402015,121.826493,10.3,261,1539572106
1,30.402015,121.826493,10.3,280,1539572107
1,30.4013,121.825788,10.4,261,1539572125
1,30.400578,121.82509,10.4,284,1539572145
1,30.399857,121.824378,10.4,268,1539572165
1,30.399505,121.824012,10.5,273,1539572175
1,30.399132,121.823668,10.5,277,1539572185
1,30.39841,121.822945,10.5,304,1539572205
1,30.398047,121.822587,10.5,288,1539572215
1,30.397677,121.822235,10.5,273,1539572225
1,30.397322,121.821868,10.5,32,1539572235
1,30.396622,121.821193,10.6,189,1539572255
1,30.395465,121.820088,10.7,98,1539572285
1,30.395092,121.819728,10.7,106,1539572295
1,30.394718,121.819367,10.7,85,1539572305
1,30.393948,121.818672,10.7,102,1539572324
1,30.39358,121.818298,10.8,95,1539572335
1,30.392813,121.8176,10.7,94,1539572355
1,30.392435,121.817242,10.7,91,1539572365
1,30.392435,121.817242,10.7,113,1539572367
1,30.391303,121.816173,10.7,102,1539572395
1,30.390928,121.815818,10.7,90,1539572405
1,30.390928,121.815818,10.7,105,1539572407
1,30.390555,121.815462,10.7,95,1539572415
1,30.390175,121.815113,10.7,100,1539572425
1,30.389757,121.814733,10.7,98,1539572436
1,30.389045,121.814063,10.6,80,1539572455
1,30.38867,121.813713,10.6,28,1539572465
1,30.387922,121.813015,10.6,80,1539572485
1,30.387507,121.812635,10.6,82,1539572496
1,30.386808,121.811955,10.6,90,1539572515
1,30.386432,121.811612,10.6,65,1539572525
1,30.386058,121.811265,10.6,65,1539572535
1,30.385697,121.810902,10.5,70,1539572545
1,30.3853,121.810515,10.5,80,1539572556
1,30.38492,121.810183,10.5,82,1539572566
1,30.384233,121.809502,10.5,57,1539572585
1,30.383855,121.80917,10.5,88,1539572595
1,30.383478,121.808832,10.5,68,1539572605
1,30.382728,121.808073,10.5,73,1539572625
1,30.382382,121.807783,10.4,69,1539572635
1,30.382005,121.807448,10.4,54,1539572645
1,30.381653,121.807087,10.4,49,1539572655
1,30.380875,121.806377,10.4,0,1539572676
1,30.380192,121.805707,10.4,114,1539572696
1,30.378713,121.804332,10.5,40,1539572735
1,30.378713,121.804332,10.5,55,1539572737
1,30.377962,121.803657,10.5,25,1539572755
1,30.377598,121.803305,10.4,52,1539572765
1,30.377228,121.802958,10.5,80,1539572775
1,30.37686,121.802615,10.4,78,1539572785
1,30.37608,121.801897,10.5,77,1539572806
1,30.375378,121.801232,10.5,94,1539572825
1,30.374968,121.800853,10.5,94,1539572836
1,30.374262,121.800197,10.5,106,1539572856
1,30.373515,121.799508,10.5,98,1539572875
1,30.372743,121.798772,10.5,97,1539572896
1,30.371658,121.79778,10.5,110,1539572925
1,30.371297,121.797422,10.5,86,1539572935
1,30.370923,121.797082,10.5,97,1539572945
1,30.37018,121.796398,10.5,92,1539572965
1,30.369437,121.795718,10.4,85,1539572985
1,30.369067,121.795373,10.4,66,1539572995
1,30.3687,121.795027,10.4,102,1539573007
1,30.36829,121.794655,10.4,78,1539573016
1,30.367582,121.794008,10.4,95,1539573035
1,30.36721,121.793672,10.4,98,1539573045
1,30.366843,121.793323,10.4,101,1539573055
1,30.366075,121.792595,10.4,241,1539573076
1,30.365363,121.79196,10.4,273,1539573095
1,30.364997,121.79162,10.4,316,1539573105
1,30.364623,121.79128,10.4,254,1539573115
1,30.363848,121.790567,10.4,263,1539573136
1,30.363138,121.789933,10.4,255,1539573155
1,30.362025,121.788922,10.4,265,1539573185
1,30.360915,121.787903,10.4,260,1539573215
1,30.360555,121.787553,10.4,256,1539573225
1,30.360215,121.787192,10.4,267,1539573235
1,30.359867,121.786835,10.3,255,1539573245
1,30.359485,121.786435,10.3,269,1539573256
1,30.35914,121.78607,10.3,273,1539573266
1,30.358463,121.785393,10.4,268,1539573285
1,30.358148,121.785065,10.4,263,1539573296
1,30.357763,121.784663,10.4,280,1539573307
1,30.357375,121.784267,10.4,89,1539573316
1,30.35702,121.783908,10.4,83,1539573326
1,30.356362,121.783215,10.4,89,1539573344
1,30.35604,121.782898,10.4,46,1539573354
1,30.354925,121.781723,10.4,20,1539573386
1,30.353948,121.780702,10.4,257,1539573414
1,30.353563,121.780307,10.4,279,1539573425
1,30.353175,121.779912,10.4,278,1539573436
1,30.352162,121.778853,10.4,272,1539573465
1,30.350712,121.777375,10.4,296,1539573506
1,30.48396,121.880858,12.3,286,1540790193
1,30.483638,121.880418,12.3,199,1540790204
1,30.48286,121.879502,12.3,87,1540790223
1,30.482477,121.879038,12.3,89,1540790233
1,30.481673,121.878065,12.3,87,1540790253
1,30.481328,121.877645,12.3,88,1540790263
1,30.479333,121.875305,12.3,97,1540790313
1,30.47667,121.872088,12.4,82,1540790383
1,30.476263,121.871562,12.4,83,1540790394
1,30.476263,121.871562,12.4,90,1540790400
1,30.475148,121.87021,12.4,102,1540790423
1,30.473978,121.868842,12.3,85,1540790453
1,30.473182,121.867872,12.2,86,1540790474
1,30.472102,121.866488,12.4,2,1540790502
1,30.471737,121.866005,12.4,265,1540790513
1,30.47064,121.864535,12.5,251,1540790543
1,30.46992,121.863542,12.5,253,1540790563
1,30.469552,121.863052,12.5,254,1540790573
1,30.468782,121.862013,12.6,268,1540790594
1,30.467712,121.860582,12.6,265,1540790622
1,30.467007,121.859642,12.6,262,1540790642
1,30.46548,121.857618,12.6,109,1540790682
1,30.464762,121.856688,12.6,209,1540790708
1,30.46398,121.855643,12.7,229,1540790723
1,30.46361,121.855143,12.7,210,1540790733
1,30.462525,121.853708,12.7,228,1540790762
1,30.461745,121.852665,12.6,350,1540790783
1,30.461,121.851665,12.7,90,1540790802
1,30.460632,121.851165,12.7,71,1540790813
1,30.459498,121.849687,12.6,87,1540790843
1,30.459142,121.849177,12.6,85,1540790853
1,30.458765,121.848693,12.6,94,1540790863
1,30.458078,121.847748,12.5,95,1540790882
1,30.456915,121.846245,12.5,92,1540790912
1,30.456545,121.845753,12.5,81,1540790923
1,30.456147,121.845207,12.5,261,1540790933
1,30.456147,121.845207,12,255,1540790948
1,30.455065,121.84378,12.6,260,1540790963
1,30.454317,121.842802,12.6,309,1540790983
1,30.453912,121.84226,12.6,261,1540790993
1,30.453912,121.84226,12.6,265,1540791000
1,30.453573,121.84182,12.6,263,1540791003
1,30.452862,121.840888,12.6,261,1540791022
1,30.452077,121.839852,12.6,270,1540791043
1,30.45166,121.839315,12.6,258,1540791053
1,30.451343,121.838852,12.6,128,1540791063
1,30.451343,121.838852,12.6,215,1540791069
1,30.450928,121.838307,12.7,59,1540791074
1,30.450215,121.837362,12.7,80,1540791094
1,30.449422,121.836317,12.7,93,1540791115
1,30.448678,121.835307,12.8,81,1540791136
1,30.448003,121.8344,12.8,91,1540791154
1,30.446832,121.832852,12.8,76,1540791185
1,30.446412,121.832298,12.8,79,1540791196
1,30.44574,121.831382,12.9,94,1540791214
1,30.445352,121.830883,12.9,80,1540791224
1,30.444523,121.829767,12.9,144,1540791246
1,30.444133,121.829267,12.9,272,1540791256
1,30.44346,121.828347,12.9,278,1540791274
1,30.443065,121.827852,12.9,252,1540791284
1,30.442608,121.827243,13,315,1540791295
1,30.442608,121.827243,13,252,1540791300
1,30.441867,121.826217,12.9,260,1540791316
1,30.441168,121.825315,12.9,267,1540791334
1,30.439963,121.823692,12.9,269,1540791365
1,30.438918,121.82226,12.9,279,1540791394
1,30.43853,121.821758,12.9,264,1540791404
1,30.438118,121.82112,12.9,251,1540791416
1,30.437777,121.82059,12.8,3,1540791426
1,30.437413,121.820072,12.9,196,1540791436
1,30.436792,121.81912,12.8,84,1540791454
1,30.436028,121.817955,12.8,83,1540791476
1,30.435368,121.81695,12.8,93,1540791495
1,30.43503,121.816408,12.9,78,1540791505
1,30.433938,121.814768,12.9,82,1540791536
1,30.43327,121.813763,12.9,82,1540791555
1,30.432923,121.813233,12.9,90,1540791570
1,30.432235,121.812252,12.8,83,1540791584
1,30.43183,121.811605,12.9,92,1540791596
1,30.43183,121.811605,12.9,97,1540791600
1,30.430508,121.80958,12.9,268,1540791634
1,30.430155,121.809055,12.9,273,1540791644
1,30.429377,121.807892,12.9,257,1540791666
1,30.428705,121.806898,12.8,271,1540791685
1,30.428062,121.8059,12.7,262,1540791704
1,30.426988,121.804288,12.7,267,1540791735
1,30.426335,121.803292,12.7,259,1540791754
1,30.425987,121.802768,12.8,259,1540791764
1,30.425608,121.80219,12.8,285,1540791775
1,30.424925,121.801137,12.8,343,1540791795
1,30.424258,121.800157,12.7,287,1540791814
1,30.423532,121.799072,12.7,271,1540791835
1,30.423192,121.79855,12.7,214,1540791845
1,30.422557,121.79755,12.7,68,1540791864
1,30.421502,121.795955,12.5,91,1540791895
1,30.420823,121.79492,12.6,73,1540791915
1,30.420823,121.79492,12.6,82,1540791919
1,30.419853,121.793412,12.5,85,1540791944
1,30.419098,121.79236,12.5,81,1540791965
1,30.418772,121.791835,12.5,76,1540791975
1,30.417337,121.789828,12.6,83,1540792014
1,30.417337,121.789828,12.6,70,1540792019
1,30.415942,121.78787,12.5,94,1540792056
1,30.415592,121.787362,12.5,101,1540792066
1,30.415227,121.78679,12.5,83,1540792077
1,30.41483,121.78625,12.5,29,1540792088
1,30.413423,121.784323,12.5,251,1540792127
1,30.413097,121.783808,12.4,239,1540792137
1,30.412708,121.783258,12.4,268,1540792147
1,30.412387,121.782818,12.4,272,1540792157
1,30.411353,121.781317,12.4,269,1540792187
1,30.410357,121.779798,12.3,288,1540792217
1,30.410357,121.779798,12.3,286,1540792219
1,30.410357,121.779797,12,242,1540792225
1,30.40972,121.778835,12.3,0,1540792236
1,30.40934,121.778285,12.3,116,1540792247
1,30.409008,121.777773,12.4,98,1540792257
1,30.408332,121.776767,12.3,117,1540792277
1,30.407638,121.7757,12.3,147,1540792298
1,30.406633,121.774203,12.2,195,1540792328
1,30.405643,121.77271,12.2,227,1540792358
1,30.40504,121.77182,12.1,204,1540792376
1,30.404352,121.770762,12.2,253,1540792397
1,30.403363,121.769255,12.2,224,1540792427
1,30.402392,121.767743,12.2,124,1540792457
1,30.401685,121.766702,12.2,96,1540792478
1,30.401093,121.765805,12.1,104,1540792496
1,30.400732,121.76526,12.1,94,1540792507
1,30.400732,121.76526,12.1,99,1540792509
1,30.400417,121.764748,12.1,81,1540792517
1,30.399785,121.763813,12.1,87,1540792536
1,30.39942,121.763265,12.1,282,1540792547
1,30.398152,121.761315,12.1,275,1540792586
1,30.397813,121.760823,12.1,265,1540792596
1,30.397463,121.760265,12.1,255,1540792606
1,30.396798,121.759272,12.1,314,1540792627
1,30.395842,121.757818,12.2,329,1540792656
1,30.39549,121.757257,12.2,103,1540792667
1,30.395165,121.756752,12.2,97,1540792677
1,30.39481,121.756267,12.2,85,1540792687
1,30.393433,121.754307,12.2,57,1540792727
1,30.39307,121.753842,12.1,92,1540792737
1,30.392685,121.753397,12.1,81,1540792747
1,30.39204,121.752478,12,271,1540792766
1,30.391672,121.75202,12,267,1540792776
1,30.390958,121.75102,11.9,269,1540792797
1,30.390602,121.750562,11.9,313,1540792807
1,30.390602,121.750562,11.9,349,1540792809
1,30.390263,121.750087,11.9,13,1540792817
1,30.389588,121.74922,11.8,347,1540792836
1,30.388818,121.748285,11.8,17,1540792857
1,30.388473,121.747827,11.7,3,1540792867
1,30.388172,121.747323,11.8,19,1540792877
1,30.387105,121.746073,11.6,19,1540792906
1,30.386387,121.745123,11.6,306,1540792927
1,30.386032,121.744683,11.6,0,1540792937
1,30.385423,121.743778,11.7,55,1540792956
1,30.38506,121.743342,11.6,77,1540792966
1,30.384688,121.74283,11.7,149,1540792977
1,30.384688,121.74283,11.7,134,1540792979
1,30.38336,121.740938,11.8,162,1540793016
1,30.382682,121.739995,11.8,131,1540793036
1,30.38168,121.738638,11.9,133,1540793065
1,30.381288,121.738132,11.9,160,1540793076
1,30.380622,121.737168,11.9,159,1540793096
1,30.380255,121.736712,11.9,176,1540793106
1,30.380255,121.736712,11.9,172,1540793109
1,30.379565,121.735767,11.9,233,1540793126
1,30.379223,121.735285,12,245,1540793136
1,30.378208,121.73392,12,236,1540793165
1,30.377827,121.733392,12,270,1540793176
1,30.377467,121.732928,12,259,1540793186
1,30.377107,121.732458,12,231,1540793196
1,30.376425,121.731487,12.1,43,1540793216
1,30.375733,121.730593,12.1,90,1540793235
1,30.375358,121.730058,12.1,83,1540793246
1,30.374993,121.729592,12.1,84,1540793256
1,30.373962,121.72821,12.1,88,1540793285
1,30.373622,121.727717,12.1,78,1540793295
1,30.372517,121.726247,12.1,348,1540793325
1,30.371862,121.725323,12.1,257,1540793345
1,30.37149,121.72486,12.1,272,1540793355
1,30.370745,121.723855,12.1,268,1540793376
1,30.370025,121.722907,12.2,0,1540793396
1,30.369372,121.721975,12.2,0,1540793415
1,30.369372,121.721975,12.2,0,1540793418
1,30.369372,121.721975,12,94,1540793423
1,30.368968,121.721457,12.2,99,1540793426
1,30.368605,121.720982,12.2,5,1540793436
1,30.367912,121.719998,12.2,259,1540793456
1,30.366462,121.718082,12.3,269,1540793496
1,30.365737,121.71712,12.3,261,1540793516
1,30.364662,121.71567,12.2,268,1540793546
1,30.36431,121.715182,12.3,264,1540793556
1,30.363962,121.71469,12.3,260,1540793566
1,30.363577,121.714227,12.3,297,1540793576
1,30.363178,121.713698,12.3,163,1540793587
